Columna,Estaticos,Desaceledaro,Esperanza Futura,Emergentes,Grandes Creciendo
Lotes_Numero_Locales_promedio_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipo_uso_0_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipo_uso_1_Efecto,Positivo - Alto,No significativo,No significativo,No significativo,Negativo - Muy Alto
Lotes_Cat_Tipo_uso_2_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_3_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_4_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_5_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_6_Efecto,Negativo - Alto,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_7_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_8_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_9_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,Positivo - Muy Alto
Lotes_Cat_Tipo_uso_10_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_11_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_12_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipo_uso_13_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_14_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Muy Alto
Lotes_Cat_Tipo_uso_16_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_18_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_19_Efecto,Positivo - Alto,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipo_uso_20_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_21_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_23_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_25_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_26_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,No significativo
Lotes_Cat_Tipo_uso_27_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_28_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_29_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipo_uso_31_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Lotes_Cat_Tipo_uso_33_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_34_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_35_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_36_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Muy Alto
Lotes_Cat_Tipo_uso_37_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_38_Efecto,Positivo - Indeterminado,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipo_uso_39_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_40_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_41_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_42_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipo_uso_43_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_44_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,Negativo - Muy Alto
Lotes_Cat_Tipo_uso_45_Efecto,Negativo - Indeterminado,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Lotes_Cat_Tipo_uso_46_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_47_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_48_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_49_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_50_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_51_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_52_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_53_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_54_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_55_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_56_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_58_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_60_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_61_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_62_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_63_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_64_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_65_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_66_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_70_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_71_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_72_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_73_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_74_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_75_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_76_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_77_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_78_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_79_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_80_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_82_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_83_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_84_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_85_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_86_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_87_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_88_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_89_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_90_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_91_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipo_uso_99_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Tipificacion_0_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipificacion_1_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipificacion_2_Efecto,Positivo - Medio,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Tipificacion_3_Efecto,Negativo - Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Lotes_Cat_Tipificacion_4_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Lotes_Cat_Tipificacion_5_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Lotes_Cat_Tipificacion_6_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Area_Construida_0_y_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Lotes_Cat_Area_Construida_1_y_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Area_Construida_2_y_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Lotes_Cat_Area_Construida_3_y_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Lotes_Cat_Area_0_y_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Area_1_y_Efecto,Positivo - Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Area_2_y_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Area_3_y_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Lotes_Cat_Habitacion_0_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Habitacion_1_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Habitacion_2_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Habitacion_3_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Habitacion_4_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Habitacion_5_Efecto,Positivo - Alto,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Habitacion_6_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Habitacion_7_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Habitacion_8_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Habitacion_9_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Banos_0_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_1_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_2_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_3_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_4_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_5_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_6_x_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Banos_7_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_8_x_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Banos_9_x_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Lotes_Cat_Locales_0_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Locales_1_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Locales_2_x_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Locales_3_x_Efecto,No significativo,Positivo - Indeterminado,No significativo,No significativo,No significativo
Lotes_Cat_Banos_0_y_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_1_y_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_2_y_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_3_y_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_4_y_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_5_y_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_6_y_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Banos_7_y_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Banos_8_y_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Banos_9_y_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Muy Alto
Lotes_Cat_Banos_0_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_1_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_2_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_3_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_4_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_5_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Lotes_Cat_Banos_6_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Banos_7_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Banos_8_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Lotes_Cat_Banos_9_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Muy Alto
Lotes_Cat_Locales_0_y_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
